id,fromLib,toLib,repoName,fileName,startCommit,endCommit,startCommitChanges,endCommitChanges,startCommitMessage,endCommitMessage,startCommitTime,endCommitTime,Category,repoOwner,repoSplitName,prev_commit,old_file,new_file,old_class,new_class,old_method_sig,new_method_sig,old_method_code,new_method_code
469,com.alibaba:dubbo,org.apache.dubbo:dubbo,apache_dubbo-admin,pom.xml,995e06b547cb7554c99deb3129fca19b2c35aa8b,995e06b547cb7554c99deb3129fca19b2c35aa8b,"+org.apache.dubbo:dubbo
+org.apache.dubbo:dubbo-metadata-report-api
-com.alibaba:dubbo","+org.apache.dubbo:dubbo
+org.apache.dubbo:dubbo-metadata-report-api
-com.alibaba:dubbo","change dubbo dependency to 2.7-SNAPSHOT
","change dubbo dependency to 2.7-SNAPSHOT
",2018-11-14,2018-11-14,16,apache,dubbo-admin,80013ffc38b3d737bd891a2b574ef75a93450bd9,dubbo-admin-backend/src/main/java/org/apache/dubbo/admin/service/impl/OverrideServiceImpl.java,dubbo-admin-backend/src/main/java/org/apache/dubbo/admin/service/impl/OverrideServiceImpl.java,OverrideServiceImpl,OverrideServiceImpl,"('getUrlFromOverride', [{'type': 'Override', 'name': 'override'}])","('getUrlFromOverride', [{'type': 'Override', 'name': 'override'}])","private URL getUrlFromOverride(Override override) {
    return override.toUrl();
    /*Map<String, String> params = ConvertUtil.serviceName2Map(override.getService());
    if(!params.containsKey(Constants.INTERFACE_KEY)) {
        throw new IllegalArgumentException(""No interface info"");
    }
    if(!params.containsKey(Constants.VERSION_KEY)) {
        throw new IllegalArgumentException(""No version info"");
    }
    
    boolean enabled = override.isEnabled();
    if(!enabled) {
        params.put(""enabled"", ""false"");
    }
    String application = override.getApplication();
    if(!StringUtils.isEmpty(application)) {
        params.put(""application"", application);
    }
    String address = override.getAddress();
    if(!StringUtils.isEmpty(address)) {
        params.put(""address"", address);
    }
    
    String overrideAddress = override.getOverrideAddress();
    if(StringUtils.isEmpty(overrideAddress)) {
        overrideAddress = ""0.0.0.0"";
    }
    params.put(Constants.CATEGORY_KEY, Constants.CONFIGURATORS_CATEGORY);
    
    URL url = new URL(""override"", overrideAddress, -1, params);
    url = url.addParameterString(override.getParams());
    return url;*/
}","private URL getUrlFromOverride(Override override) {
    return override.toUrl();
}"
1013,com.h2database:h2,mysql:mysql-connector-java,JoeCao_qbike,uc/pom.xml,ba1ba24af6b9a69ea6ed4d76ae61faf9191e4c0f,ba1ba24af6b9a69ea6ed4d76ae61faf9191e4c0f,"+mysql:mysql-connector-java
-com.h2database:h2","+mysql:mysql-connector-java
-com.h2database:h2","move to mysql and add trip service
","move to mysql and add trip service
",2017-11-20,2017-11-20,31,JoeCao,qbike,3c876617d0e3506205fd9d02dbf050a7565f796c,intention/src/main/java/club/newtech/qbike/domain/core/service/UserRibbonHystrixService.java,trip/src/main/java/club/newtech/qbike/trip/infrastructure/UserRibbonHystrixApi.java,UserRibbonHystrixService,UserRibbonHystrixApi,"('findById', [{'type': 'Integer', 'name': 'id'}])","('findById', [{'type': 'Integer', 'name': 'id'}])","@HystrixCommand(fallbackMethod = ""fallback"")
public User findById(Integer id) {
    return this.restTemplate.getForObject(""http://QBIKE-UC/users/"" + id, User.class);
}","@HystrixCommand(fallbackMethod = ""fallback"")
public Driver findById(Integer id) {
    return this.restTemplate.getForObject(""http://QBIKE-UC/users/"" + id, Driver.class);
}"
1013,com.h2database:h2,mysql:mysql-connector-java,JoeCao_qbike,uc/pom.xml,ba1ba24af6b9a69ea6ed4d76ae61faf9191e4c0f,ba1ba24af6b9a69ea6ed4d76ae61faf9191e4c0f,"+mysql:mysql-connector-java
-com.h2database:h2","+mysql:mysql-connector-java
-com.h2database:h2","move to mysql and add trip service
","move to mysql and add trip service
",2017-11-20,2017-11-20,31,JoeCao,qbike,3c876617d0e3506205fd9d02dbf050a7565f796c,intention/src/main/java/club/newtech/qbike/domain/core/service/UserRibbonHystrixService.java,trip/src/main/java/club/newtech/qbike/trip/infrastructure/UserRibbonHystrixApi.java,UserRibbonHystrixService,UserRibbonHystrixApi,"('fallback', [{'type': 'Integer', 'name': 'id'}])","('fallback', [{'type': 'Integer', 'name': 'id'}])","public User fallback(Integer id) {
    UserRibbonHystrixService.LOGGER.info(""异常发生，进入fallback方法，接收的参数：id = {}"", id);
    User user = new User();
    user.setId(-1);
    user.setName(""default username"");
    user.setMobile(""0000"");
    return user;
}","public Driver fallback(Integer id) {
    UserRibbonHystrixApi.LOGGER.info(""异常发生，进入fallback方法，接收的参数：id = {}"", id);
    Driver driver = new Driver();
    driver.setId(-1);
    driver.setName(""default driver"");
    driver.setMobile(""0000"");
    return driver;
}"
1412,com.sun.jersey:jersey-core,org.glassfish.jersey.core:jersey-client,urbanairship_java-library,pom.xml,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,"+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions",2016-04-12,2016-04-12,21,urbanairship,java-library,5fc7c4fbef579d512cd22d22fb4f61c312b4b7b2,src/main/java/com/urbanairship/api/push/parse/notification/actions/ActionsReader.java,src/main/java/com/urbanairship/api/push/parse/notification/actions/ActionsReader.java,ActionsReader,ActionsReader,"('getLandingPageData', [{'type': 'JsonNode', 'name': 'definition'}])","('getLandingPageData', [{'type': 'JsonNode', 'name': 'definition'}])","private static Action.OpenAction getLandingPageData(JsonNode definition) {
    JsonNode content = definition.path(""content"");
    if (content.isMissingNode()) {
        throw new APIParsingException(""The content attribute must be present."");
    }

    JsonNode body = content.path(""body"");
    JsonNode contentType = getContentType(content);
    JsonNode contentEncoding = getContentEncoding(content);

    if (body.isMissingNode() || !body.isTextual()) {
        throw new APIParsingException(""The content object must have a body attribute, and it must be a string value."");
    }

    if (contentType.isMissingNode() || !contentType.isTextual()) {
        throw new APIParsingException(""The content object must have a content type attribute, and it must be a string value.."");
    }

    {
        String typeSubtype = contentType.getTextValue().split("";"")[0].trim().toLowerCase();
        if (!LandingPageContent.ALLOWED_CONTENT_TYPES.contains(typeSubtype)) {
            throw new APIParsingException(""The content type '"" + typeSubtype + ""' is not allowed."");
        }
    }

    if (!contentEncoding.isMissingNode()) {
        if (!contentEncoding.isTextual() || (!contentEncoding.getTextValue().equals(""utf-8"") &&
                !contentEncoding.getTextValue().equals(""base64""))) {
            throw new APIParsingException(""The content encoding attribute must be either 'utf-8' or 'base64'"");

        } else if (!contentEncoding.isMissingNode() && contentEncoding.getTextValue().equals(""base64"") && !Base64.isBase64(body.getTextValue())) {
            throw new APIParsingException(""Content contains invalid data that is not valid for base64 encoding."");
        }
    }

    Optional<LandingPageContent.Encoding> optEncoding = contentEncoding.isMissingNode() ?
            Optional.<LandingPageContent.Encoding>absent() :
            Optional.of(contentEncoding.getTextValue().equals(""base64"") ?
                    LandingPageContent.Encoding.Base64 :
                    LandingPageContent.Encoding.UTF8);

    String bodyString = body.getTextValue();
    if (bodyString != null) {
        int max_size = optEncoding.isPresent() && optEncoding.get() == LandingPageContent.Encoding.Base64 ?
                LandingPageContent.MAX_BODY_SIZE_BASE64 : LandingPageContent.MAX_BODY_SIZE_BYTES;
        if (bodyString.length() > max_size) {
            throw new APIParsingException(""Maximum upload size exceeded."");
        }
    }

    return new OpenLandingPageWithContentAction(LandingPageContent.newBuilder().setContentType(contentType.getTextValue())
            .setBody(bodyString)
            .setEncoding(optEncoding)
            .build());
}","private static Action.OpenAction getLandingPageData(JsonNode definition) {
    JsonNode content = definition.path(""content"");
    if (content.isMissingNode()) {
        throw new APIParsingException(""The content attribute must be present."");
    }

    JsonNode body = content.path(""body"");
    JsonNode contentType = getContentType(content);
    JsonNode contentEncoding = getContentEncoding(content);

    if (body.isMissingNode() || !body.isTextual()) {
        throw new APIParsingException(""The content object must have a body attribute, and it must be a string value."");
    }

    if (contentType.isMissingNode() || !contentType.isTextual()) {
        throw new APIParsingException(""The content object must have a content type attribute, and it must be a string value.."");
    }

    {
        String typeSubtype = contentType.getTextValue().split("";"")[0].trim().toLowerCase();
        if (!LandingPageContent.ALLOWED_CONTENT_TYPES.contains(typeSubtype)) {
            throw new APIParsingException(""The content type '"" + typeSubtype + ""' is not allowed."");
        }
    }

    if (!contentEncoding.isMissingNode()) {
        if (!contentEncoding.isTextual() || (!contentEncoding.getTextValue().equals(""utf-8"") &&
                !contentEncoding.getTextValue().equals(""base64""))) {
            throw new APIParsingException(""The content encoding attribute must be either 'utf-8' or 'base64'"");

        } else if (!contentEncoding.isMissingNode() && contentEncoding.getTextValue().equals(""base64"")) {
            try {
                BaseEncoding.base64().decode(body.getTextValue());
            } catch (IllegalArgumentException e) {
                throw new APIParsingException(""Content contains invalid data that is not valid for base64 encoding."");
            }
        }
    }

    Optional<LandingPageContent.Encoding> optEncoding = contentEncoding.isMissingNode() ?
            Optional.<LandingPageContent.Encoding>absent() :
            Optional.of(contentEncoding.getTextValue().equals(""base64"") ?
                    LandingPageContent.Encoding.Base64 :
                    LandingPageContent.Encoding.UTF8);

    String bodyString = body.getTextValue();
    if (bodyString != null) {
        int max_size = optEncoding.isPresent() && optEncoding.get() == LandingPageContent.Encoding.Base64 ?
                LandingPageContent.MAX_BODY_SIZE_BASE64 : LandingPageContent.MAX_BODY_SIZE_BYTES;
        if (bodyString.length() > max_size) {
            throw new APIParsingException(""Maximum upload size exceeded."");
        }
    }

    return new OpenLandingPageWithContentAction(LandingPageContent.newBuilder().setContentType(contentType.getTextValue())
            .setBody(bodyString)
            .setEncoding(optEncoding)
            .build());
}"
1412,com.sun.jersey:jersey-core,org.glassfish.jersey.core:jersey-client,urbanairship_java-library,pom.xml,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,"+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions",2016-04-12,2016-04-12,21,urbanairship,java-library,5fc7c4fbef579d512cd22d22fb4f61c312b4b7b2,src/main/java/com/urbanairship/api/reports/Base64ByteArray.java,src/main/java/com/urbanairship/api/reports/Base64ByteArray.java,Base64ByteArray,Base64ByteArray,"('Base64ByteArray', [{'type': 'String', 'name': 'value'}])","('Base64ByteArray', [{'type': 'String', 'name': 'value'}])","public Base64ByteArray(String value) {
    Preconditions.checkArgument(Base64.isBase64(value));

    this.binary = Base64.decode(value);
}","public Base64ByteArray(String value) {
    this.binary = BaseEncoding.base64().decode(value);
}"
1412,com.sun.jersey:jersey-core,org.glassfish.jersey.core:jersey-client,urbanairship_java-library,pom.xml,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,"+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions",2016-04-12,2016-04-12,21,urbanairship,java-library,5fc7c4fbef579d512cd22d22fb4f61c312b4b7b2,src/main/java/com/urbanairship/api/reports/Base64ByteArray.java,src/main/java/com/urbanairship/api/reports/Base64ByteArray.java,Base64ByteArray,Base64ByteArray,"('getBase64EncodedString', [])","('getBase64EncodedString', [])","public String getBase64EncodedString() {
    return new String(Base64.encode(binary));
}","public String getBase64EncodedString() {
    return BaseEncoding.base64().encode(binary);
}"
1412,com.sun.jersey:jersey-core,org.glassfish.jersey.core:jersey-client,urbanairship_java-library,pom.xml,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,"+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions",2016-04-12,2016-04-12,21,urbanairship,java-library,5fc7c4fbef579d512cd22d22fb4f61c312b4b7b2,src/test/java/com/urbanairship/api/push/parse/notification/ParseActionsTest.java,src/test/java/com/urbanairship/api/push/parse/notification/ParseActionsTest.java,ParseActionsTest,ParseActionsTest,"('testSmallBinaryBody', [])","('testSmallBinaryBody', [])","@Test
public void testSmallBinaryBody() throws Exception {
    byte[] bodyBytes = new byte[32 * 1024];
    String bodyString = Base64.encodeBase64String(bodyBytes);

    openLandingPageBody(bodyString, LandingPageContent.Encoding.Base64);
}","@Test
public void testSmallBinaryBody() throws Exception {
    byte[] bodyBytes = new byte[32 * 1024];
    String bodyString = BaseEncoding.base64().encode(bodyBytes);

    openLandingPageBody(bodyString, LandingPageContent.Encoding.Base64);
}"
1412,com.sun.jersey:jersey-core,org.glassfish.jersey.core:jersey-client,urbanairship_java-library,pom.xml,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,"+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions",2016-04-12,2016-04-12,21,urbanairship,java-library,5fc7c4fbef579d512cd22d22fb4f61c312b4b7b2,src/test/java/com/urbanairship/api/push/parse/notification/ParseActionsTest.java,src/test/java/com/urbanairship/api/push/parse/notification/ParseActionsTest.java,ParseActionsTest,ParseActionsTest,"('testLargeBinaryBody', [])","('testLargeBinaryBody', [])","@Test
public void testLargeBinaryBody() throws Exception {
    byte[] bodyBytes = new byte[LandingPageContent.MAX_BODY_SIZE_BYTES];
    String bodyString = Base64.encodeBase64String(bodyBytes);
    assertEquals(LandingPageContent.MAX_BODY_SIZE_BASE64, bodyString.length());

    openLandingPageBody(bodyString, LandingPageContent.Encoding.Base64);
}","@Test
public void testLargeBinaryBody() throws Exception {
    byte[] bodyBytes = new byte[LandingPageContent.MAX_BODY_SIZE_BYTES];
    String bodyString = BaseEncoding.base64().encode(bodyBytes);
    assertEquals(LandingPageContent.MAX_BODY_SIZE_BASE64, bodyString.length());

    openLandingPageBody(bodyString, LandingPageContent.Encoding.Base64);
}"
1412,com.sun.jersey:jersey-core,org.glassfish.jersey.core:jersey-client,urbanairship_java-library,pom.xml,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,3389fb4a4b1cc5c130ac9fa1f948bb2488156cdf,"+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","+org.glassfish.jersey.core:jersey-client
-com.sun.jersey:jersey-server
-com.sun.jersey:jersey-core","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions","Merge pull request #48 from urbanairship/update-guava

update guava and jersey versions",2016-04-12,2016-04-12,21,urbanairship,java-library,5fc7c4fbef579d512cd22d22fb4f61c312b4b7b2,src/test/java/com/urbanairship/api/push/parse/notification/ParseActionsTest.java,src/test/java/com/urbanairship/api/push/parse/notification/ParseActionsTest.java,ParseActionsTest,ParseActionsTest,"('testTooLargeBinaryBody', [])","('testTooLargeBinaryBody', [])","@Test(expected = APIParsingException.class)
public void testTooLargeBinaryBody() throws Exception {
    byte[] bodyBytes = new byte[LandingPageContent.MAX_BODY_SIZE_BYTES + 24];
    String bodyString = Base64.encodeBase64String(bodyBytes);

    openLandingPageBody(bodyString, LandingPageContent.Encoding.Base64);
}","@Test(expected = APIParsingException.class)
public void testTooLargeBinaryBody() throws Exception {
    byte[] bodyBytes = new byte[LandingPageContent.MAX_BODY_SIZE_BYTES + 24];
    String bodyString = BaseEncoding.base64().encode(bodyBytes);

    openLandingPageBody(bodyString, LandingPageContent.Encoding.Base64);
}"
2418,commons-lang:commons-lang,org.apache.commons:commons-lang3,estatio_estatio,pom.xml,df5ad79e3f5d9b8b63411ea91e44f72d2e86b0e0,df5ad79e3f5d9b8b63411ea91e44f72d2e86b0e0,"+org.apache.commons:commons-lang3
-commons-lang:commons-lang","+org.apache.commons:commons-lang3
-commons-lang:commons-lang","EST-284, EST280: Add derived attribute to determine if indexation can be applied

* upgraded from common-lang to common-lang3
* added derived number to display to first non-null invoice number, collection number or invoice id
","EST-284, EST280: Add derived attribute to determine if indexation can be applied

* upgraded from common-lang to common-lang3
* added derived number to display to first non-null invoice number, collection number or invoice id
",2013-11-20,2013-11-20,13,estatio,estatio,bd7f89e9052a97ca5ade2c83536cf6930c4ec660,dom/src/main/java/org/estatio/api/Api.java,dom/src/main/java/org/estatio/api/Api.java,Api,Api,"('putLeaseTermForIndexableRent', [{'type': '@Named(""leaseReference"")', 'name': 'String'}, {'type': '@Named(""tenantReference"")', 'name': 'String'}, {'type': '@Named(""unitReference"") @Optional', 'name': 'String'}, {'type': '@Named(""itemSequence"")', 'name': 'BigInteger'}, {'type': '@Named(""itemType"")', 'name': 'String'}, {'type': '@Named(""itemStartDate"")', 'name': 'LocalDate'}, {'type': '@Named(""sequence"")', 'name': 'BigInteger'}, {'type': '@Named(""startDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""endDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""status"") @Optional', 'name': 'String'}, {'type': '@Named(""indexationStatus"") @Optional', 'name': 'String'}, {'type': '@Named(""reviewDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""effectiveDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""baseValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""indexedValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""settledValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""levellingValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""levellingPercentage"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""indexReference"") @Optional', 'name': 'String'}, {'type': '@Named(""indexationFrequency"") @Optional', 'name': 'String'}, {'type': '@Named(""indexationPercentage"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""baseIndexReference"") @Optional', 'name': 'String'}, {'type': '@Named(""baseIndexStartDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""baseIndexEndDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""baseIndexValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""nextIndexReference"") @Optional', 'name': 'String'}, {'type': '@Named(""nextIndexStartDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""nextIndexEndDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""nextIndexValue"") @Optional', 'name': 'BigDecimal'}])","('putLeaseTermForIndexableRent', [{'type': '@Named(""leaseReference"")', 'name': 'String'}, {'type': '@Named(""tenantReference"")', 'name': 'String'}, {'type': '@Named(""unitReference"") @Optional', 'name': 'String'}, {'type': '@Named(""itemSequence"")', 'name': 'BigInteger'}, {'type': '@Named(""itemType"")', 'name': 'String'}, {'type': '@Named(""itemStartDate"")', 'name': 'LocalDate'}, {'type': '@Named(""sequence"")', 'name': 'BigInteger'}, {'type': '@Named(""startDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""endDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""status"") @Optional', 'name': 'String'}, {'type': '@Named(""indexationStatus"") @Optional', 'name': 'String'}, {'type': '@Named(""reviewDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""effectiveDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""baseValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""indexedValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""settledValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""levellingValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""levellingPercentage"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""indexReference"") @Optional', 'name': 'String'}, {'type': '@Named(""indexationFrequency"") @Optional', 'name': 'String'}, {'type': '@Named(""indexationPercentage"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""baseIndexReference"") @Optional', 'name': 'String'}, {'type': '@Named(""baseIndexStartDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""baseIndexEndDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""baseIndexValue"") @Optional', 'name': 'BigDecimal'}, {'type': '@Named(""nextIndexReference"") @Optional', 'name': 'String'}, {'type': '@Named(""nextIndexStartDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""nextIndexEndDate"") @Optional', 'name': 'LocalDate'}, {'type': '@Named(""nextIndexValue"") @Optional', 'name': 'BigDecimal'}])","@ActionSemantics(Of.IDEMPOTENT)
public void putLeaseTermForIndexableRent(
        // start generic fields
        @Named(""leaseReference"") String leaseReference,
        @Named(""tenantReference"") String tenantReference,
        @Named(""unitReference"") @Optional String unitReference,
        @Named(""itemSequence"") BigInteger itemSequence,
        @Named(""itemType"") String itemType,
        @Named(""itemStartDate"") LocalDate itemStartDate,
        @Named(""sequence"") BigInteger sequence,
        @Named(""startDate"") @Optional LocalDate startDate,
        @Named(""endDate"") @Optional LocalDate endDate,
        @Named(""status"") @Optional String statusStr,
        // end generic fields
        @Named(""indexationStatus"") @Optional String indexationStatusStr,
        @Named(""reviewDate"") @Optional LocalDate reviewDate,
        @Named(""effectiveDate"") @Optional LocalDate effectiveDate,
        @Named(""baseValue"") @Optional BigDecimal baseValue,
        @Named(""indexedValue"") @Optional BigDecimal indexedValue,
        @Named(""settledValue"") @Optional BigDecimal settledValue,
        @Named(""levellingValue"") @Optional BigDecimal levellingValue,
        @Named(""levellingPercentage"") @Optional BigDecimal levellingPercentage,
        @Named(""indexReference"") @Optional String indexReference,
        @Named(""indexationFrequency"") @Optional String indexationFrequency,
        @Named(""indexationPercentage"") @Optional BigDecimal indexationPercentage,
        @Named(""baseIndexReference"") @Optional String baseIndexReference,
        @Named(""baseIndexStartDate"") @Optional LocalDate baseIndexStartDate,
        @Named(""baseIndexEndDate"") @Optional LocalDate baseIndexEndDate,
        @Named(""baseIndexValue"") @Optional BigDecimal baseIndexValue,
        @Named(""nextIndexReference"") @Optional String nextIndexReference,
        @Named(""nextIndexStartDate"") @Optional LocalDate nextIndexStartDate,
        @Named(""nextIndexEndDate"") @Optional LocalDate nextIndexEndDate,
        @Named(""nextIndexValue"") @Optional BigDecimal nextIndexValue) {
    LeaseTermForIndexableRent term = (LeaseTermForIndexableRent) putLeaseTerm(
            leaseReference,
            unitReference,
            itemSequence,
            itemType,
            itemStartDate,
            startDate,
            endDate,
            sequence,
            statusStr);
    if (term != null) {
        Index index = indices.findIndex(indexReference);
        LeaseTermFrequency indexationFreq = LeaseTermFrequency.valueOf(indexationFrequency);
        term.setIndex(index);
        term.setFrequency(indexationFreq);
        term.setEffectiveDate(effectiveDate);
        term.setBaseValue(baseValue);
        term.setIndexedValue(indexedValue);
        term.setSettledValue(settledValue);
        term.setBaseIndexStartDate(baseIndexStartDate);
        term.setBaseIndexValue(baseIndexValue);
        term.setNextIndexStartDate(nextIndexStartDate);
        term.setNextIndexValue(nextIndexValue);
        term.setIndexationPercentage(indexationPercentage);
        IndexationStatus indexationStatus = indexationStatusStr == null ? null : IndexationStatus.valueOf(indexationStatusStr);
        term.setIndexationStatus(indexationStatus);
        term.setLevellingPercentage(levellingPercentage);
    }
}","@ActionSemantics(Of.IDEMPOTENT)
public void putLeaseTermForIndexableRent(
        // start generic fields
        @Named(""leaseReference"") String leaseReference,
        @Named(""tenantReference"") String tenantReference,
        @Named(""unitReference"") @Optional String unitReference,
        @Named(""itemSequence"") BigInteger itemSequence,
        @Named(""itemType"") String itemType,
        @Named(""itemStartDate"") LocalDate itemStartDate,
        @Named(""sequence"") BigInteger sequence,
        @Named(""startDate"") @Optional LocalDate startDate,
        @Named(""endDate"") @Optional LocalDate endDate,
        @Named(""status"") @Optional String statusStr,
        // end generic fields
        @Named(""reviewDate"") @Optional LocalDate reviewDate,
        @Named(""effectiveDate"") @Optional LocalDate effectiveDate,
        @Named(""baseValue"") @Optional BigDecimal baseValue,
        @Named(""indexedValue"") @Optional BigDecimal indexedValue,
        @Named(""settledValue"") @Optional BigDecimal settledValue,
        @Named(""levellingValue"") @Optional BigDecimal levellingValue,
        @Named(""levellingPercentage"") @Optional BigDecimal levellingPercentage,
        @Named(""indexReference"") @Optional String indexReference,
        @Named(""indexationFrequency"") @Optional String indexationFrequency,
        @Named(""indexationPercentage"") @Optional BigDecimal indexationPercentage,
        @Named(""baseIndexReference"") @Optional String baseIndexReference,
        @Named(""baseIndexStartDate"") @Optional LocalDate baseIndexStartDate,
        @Named(""baseIndexEndDate"") @Optional LocalDate baseIndexEndDate,
        @Named(""baseIndexValue"") @Optional BigDecimal baseIndexValue,
        @Named(""nextIndexReference"") @Optional String nextIndexReference,
        @Named(""nextIndexStartDate"") @Optional LocalDate nextIndexStartDate,
        @Named(""nextIndexEndDate"") @Optional LocalDate nextIndexEndDate,
        @Named(""nextIndexValue"") @Optional BigDecimal nextIndexValue) {
    LeaseTermForIndexableRent term = (LeaseTermForIndexableRent) putLeaseTerm(
            leaseReference,
            unitReference,
            itemSequence,
            itemType,
            itemStartDate,
            startDate,
            endDate,
            sequence,
            statusStr);
    if (term != null) {
        Index index = indices.findIndex(indexReference);
        LeaseTermFrequency indexationFreq = LeaseTermFrequency.valueOf(indexationFrequency);
        term.setIndex(index);
        term.setFrequency(indexationFreq);
        term.setEffectiveDate(effectiveDate);
        term.setBaseValue(baseValue);
        term.setIndexedValue(indexedValue);
        term.setSettledValue(settledValue);
        term.setBaseIndexStartDate(baseIndexStartDate);
        term.setBaseIndexValue(baseIndexValue);
        term.setNextIndexStartDate(nextIndexStartDate);
        term.setNextIndexValue(nextIndexValue);
        term.setIndexationPercentage(indexationPercentage);
        term.setLevellingPercentage(levellingPercentage);
    }
}"
