id,repo_name,start_commit,end_commit,migration_info,start_commit_existed,end_commit_exitsted,oke,prev_commit
apache_camel__05c872497215f7f1b87d75f7087a703f80eeedfc__05c872497215f7f1b87d75f7087a703f80eeedfc,apache_camel,05c872497215f7f1b87d75f7087a703f80eeedfc,05c872497215f7f1b87d75f7087a703f80eeedfc,"{'start_commit_changes': '+commons-logging:commons-logging-api\n-commons-logging:commons-logging\n-log4j:log4j', 'end_commit_changes': '+commons-logging:commons-logging-api\n-commons-logging:commons-logging\n-log4j:log4j', 'start_commit_message': 'some pom optimisations to switch to commons-logging-api to reduce dependency clutter\n\ngit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@530025 13f79535-47bb-0310-9956-ffa450edef68\n', 'end_commit_message': 'some pom optimisations to switch to commons-logging-api to reduce dependency clutter\n\ngit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@530025 13f79535-47bb-0310-9956-ffa450edef68\n', 'start_commit_time': '2007-04-18', 'end_commit_time': '2007-04-18', 'lib_pairs': [{'from_lib': 'log4j:log4j', 'to_lib': 'commons-logging:commons-logging-api', 'pom_file': 'camel-core/pom.xml', 'category': 11}]}",True,True,True,2378853a05072c1ebd7e1733f82838cfb6f44812
apache_directory-server__a17bab9b77162a4d44b7d7a31aec588b81ff11b1__a17bab9b77162a4d44b7d7a31aec588b81ff11b1,apache_directory-server,a17bab9b77162a4d44b7d7a31aec588b81ff11b1,a17bab9b77162a4d44b7d7a31aec588b81ff11b1,"{'start_commit_changes': '+commons-io:commons-io\n-org.apache.commons:commons-io', 'end_commit_changes': '+commons-io:commons-io\n-org.apache.commons:commons-io', 'start_commit_message': 'Upgraded commons-cli, net and io to the latest versions\n\ngit-svn-id: https://svn.apache.org/repos/asf/directory/apacheds/trunk@782063 13f79535-47bb-0310-9956-ffa450edef68\n', 'end_commit_message': 'Upgraded commons-cli, net and io to the latest versions\n\ngit-svn-id: https://svn.apache.org/repos/asf/directory/apacheds/trunk@782063 13f79535-47bb-0310-9956-ffa450edef68\n', 'start_commit_time': '2009-06-05', 'end_commit_time': '2009-06-05', 'lib_pairs': [{'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'core-jndi/pom.xml', 'category': 0}, {'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'ldap-api-test/pom.xml', 'category': 0}, {'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'core-integ/pom.xml', 'category': 0}, {'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'bootstrap-partition/pom.xml', 'category': 0}, {'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'server-integ/pom.xml', 'category': 0}, {'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'jdbm-store/pom.xml', 'category': 0}, {'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'interceptor-kerberos/pom.xml', 'category': 0}]}",True,True,True,2aabcc35785dfc8df3e2e1783111b68c7bf54198
apache_helix__308c2cc6f45d9c942d9b4a8f52e4cf534528e2d5__308c2cc6f45d9c942d9b4a8f52e4cf534528e2d5,apache_helix,308c2cc6f45d9c942d9b4a8f52e4cf534528e2d5,308c2cc6f45d9c942d9b4a8f52e4cf534528e2d5,"{'start_commit_changes': '+com.101tec:zkclient\n-com.github.sgroschupf:zkclient', 'end_commit_changes': '+com.101tec:zkclient\n-com.github.sgroschupf:zkclient', 'start_commit_message': '[Helix-612] Bump up the version of zkClient and zookeeper to avoid NPE\n', 'end_commit_message': '[Helix-612] Bump up the version of zkClient and zookeeper to avoid NPE\n', 'start_commit_time': '2015-09-24', 'end_commit_time': '2015-09-24', 'lib_pairs': [{'from_lib': 'com.github.sgroschupf:zkclient', 'to_lib': 'com.101tec:zkclient', 'pom_file': 'recipes/rsync-replicated-file-system/pom.xml', 'category': 15}, {'from_lib': 'com.github.sgroschupf:zkclient', 'to_lib': 'com.101tec:zkclient', 'pom_file': 'helix-core/pom.xml', 'category': 15}, {'from_lib': 'com.github.sgroschupf:zkclient', 'to_lib': 'com.101tec:zkclient', 'pom_file': 'recipes/rabbitmq-consumer-group/pom.xml', 'category': 15}]}",True,True,True,b72ff29d1fc2845affb9ee943396424c5a7e5721
apache_isis__9cb3fc15b62b5ee44a02101a0184f771195f4ddc__9cb3fc15b62b5ee44a02101a0184f771195f4ddc,apache_isis,9cb3fc15b62b5ee44a02101a0184f771195f4ddc,9cb3fc15b62b5ee44a02101a0184f771195f4ddc,"{'start_commit_changes': '+com.h2database:h2\n-postgresql:postgresql\n-com.microsoft.sqlserver:mssql-jdbc', 'end_commit_changes': '+com.h2database:h2\n-postgresql:postgresql\n-com.microsoft.sqlserver:mssql-jdbc', 'start_commit_message': 'ISIS-2013: converts example apps to use h2 instead of hsqldb\n', 'end_commit_message': 'ISIS-2013: converts example apps to use h2 instead of hsqldb\n', 'start_commit_time': '2019-01-04', 'end_commit_time': '2019-01-04', 'lib_pairs': [{'from_lib': 'com.microsoft.sqlserver:mssql-jdbc', 'to_lib': 'com.h2database:h2', 'pom_file': 'example/application/simpleapp/webapp/pom.xml', 'category': 31}, {'from_lib': 'org.hsqldb:hsqldb', 'to_lib': 'com.h2database:h2', 'pom_file': 'example/application/helloworld/pom.xml', 'category': 31}]}",True,True,True,a1376d7017377f4a06fc9de7c16574d544ef542d
apache_storm__3503dcea62c9bb9d004388773705ad362e7cc5dd__3503dcea62c9bb9d004388773705ad362e7cc5dd,apache_storm,3503dcea62c9bb9d004388773705ad362e7cc5dd,3503dcea62c9bb9d004388773705ad362e7cc5dd,"{'start_commit_changes': '+org.mockito:mockito-core\n+org.hamcrest:java-hamcrest\n-org.mockito:mockito-all\n-org.hamcrest:hamcrest-all', 'end_commit_changes': '+org.mockito:mockito-core\n+org.hamcrest:java-hamcrest\n-org.mockito:mockito-all\n-org.hamcrest:hamcrest-all', 'start_commit_message': 'STORM-2698: Upgrade Mockito and Hamcrest to latest versions\n', 'end_commit_message': 'STORM-2698: Upgrade Mockito and Hamcrest to latest versions\n', 'start_commit_time': '2017-10-09', 'end_commit_time': '2017-10-09', 'lib_pairs': [{'from_lib': 'org.hamcrest:hamcrest-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'external/storm-elasticsearch/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'storm-core/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'sql/storm-sql-external/storm-sql-mongodb/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'external/storm-mongodb/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'sql/storm-sql-external/storm-sql-hdfs/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'external/storm-cassandra/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.hamcrest:java-hamcrest', 'pom_file': 'pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-opentsdb/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-redis/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'storm-server/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'sql/storm-sql-external/storm-sql-redis/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-elasticsearch/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-kafka/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'sql/storm-sql-runtime/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'sql/storm-sql-external/storm-sql-kafka/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-hive/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-hbase/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'external/storm-hdfs/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'storm-webapp/pom.xml', 'category': 29}, {'from_lib': 'org.mockito:mockito-all', 'to_lib': 'org.mockito:mockito-core', 'pom_file': 'sql/storm-sql-core/pom.xml', 'category': 29}]}",True,True,True,70d8ba9d5832c1893351dcfd0e285d287f221794
apache_struts__e990fbb751af3ed83123ca71bd90b76eec24cf5c__e990fbb751af3ed83123ca71bd90b76eec24cf5c,apache_struts,e990fbb751af3ed83123ca71bd90b76eec24cf5c,e990fbb751af3ed83123ca71bd90b76eec24cf5c,"{'start_commit_changes': '+org.apache.logging.log4j:log4j-api\n+org.apache.logging.log4j:log4j-core\n-commons-logging:commons-logging\n-log4j:log4j', 'end_commit_changes': '+org.apache.logging.log4j:log4j-api\n+org.apache.logging.log4j:log4j-core\n-commons-logging:commons-logging\n-log4j:log4j', 'start_commit_message': ' WW-4492 Add support for Log4J2 as a struts and xwork logging backend\n\n - Use log4j2 in the angularjs maven archetype\n', 'end_commit_message': ' WW-4492 Add support for Log4J2 as a struts and xwork logging backend\n\n - Use log4j2 in the angularjs maven archetype\n', 'start_commit_time': '2015-05-01', 'end_commit_time': '2015-05-01', 'lib_pairs': [{'from_lib': 'commons-logging:commons-logging', 'to_lib': 'org.apache.logging.log4j:log4j-api', 'pom_file': 'archetypes/struts2-archetype-angularjs/src/main/resources/archetype-resources/pom.xml', 'category': 11}, {'from_lib': 'commons-logging:commons-logging', 'to_lib': 'org.apache.logging.log4j:log4j-core', 'pom_file': 'archetypes/struts2-archetype-angularjs/src/main/resources/archetype-resources/pom.xml', 'category': 11}]}",True,True,True,7afa4ae925dad9dd584eac4fb7bb12e02397518d
appfuse_appfuse__e6157cf6dcdc46521b8b1d640678a2ec901462a2__e6157cf6dcdc46521b8b1d640678a2ec901462a2,appfuse_appfuse,e6157cf6dcdc46521b8b1d640678a2ec901462a2,e6157cf6dcdc46521b8b1d640678a2ec901462a2,"{'start_commit_changes': '+commons-io:commons-io\n-org.apache.commons:commons-io', 'end_commit_changes': '+commons-io:commons-io\n-org.apache.commons:commons-io', 'start_commit_message': 'WIP: review pom dependencies and versiones from upstream\n', 'end_commit_message': 'WIP: review pom dependencies and versiones from upstream\n', 'start_commit_time': '2013-12-13', 'end_commit_time': '2013-12-13', 'lib_pairs': [{'from_lib': 'org.apache.commons:commons-io', 'to_lib': 'commons-io:commons-io', 'pom_file': 'archetypes/appfuse-modular-gwt/src/web/pom.xml', 'category': 0}]}",True,True,True,af07cbd7c779f8737c003a8079d4bca34ef42e94
bcdev_beam__f06a705633f2f4d4c41c63237d76d7550bb8ed5d__f06a705633f2f4d4c41c63237d76d7550bb8ed5d,bcdev_beam,f06a705633f2f4d4c41c63237d76d7550bb8ed5d,f06a705633f2f4d4c41c63237d76d7550bb8ed5d,"{'start_commit_changes': '+org.jdom:jdom2\n-jdom:jdom', 'end_commit_changes': '+org.jdom:jdom2\n-jdom:jdom', 'start_commit_message': 'updated netcdf library to 4.3.18 from 4.3.16\nnow using org.jdom:jdom2:2.04 instead of jdom:jdom:1.1 (used by netcdf)\n', 'end_commit_message': 'updated netcdf library to 4.3.18 from 4.3.16\nnow using org.jdom:jdom2:2.04 instead of jdom:jdom:1.1 (used by netcdf)\n', 'start_commit_time': '2013-08-14', 'end_commit_time': '2013-08-14', 'lib_pairs': [{'from_lib': 'jdom:jdom', 'to_lib': 'org.jdom:jdom2', 'pom_file': 'beam-core/pom.xml', 'category': 49}, {'from_lib': 'jdom:jdom', 'to_lib': 'org.jdom:jdom2', 'pom_file': 'beam-system/pom.xml', 'category': 49}]}",True,True,True,4f9ea649d965b50725df7fc74fcc54704eb27f9b
bmwcarit_joynr__787788996d6bd0391f1fc7b937460ca92449afd8__787788996d6bd0391f1fc7b937460ca92449afd8,bmwcarit_joynr,787788996d6bd0391f1fc7b937460ca92449afd8,787788996d6bd0391f1fc7b937460ca92449afd8,"{'start_commit_changes': '+org.javassist:javassist\n-javassist:javassist', 'end_commit_changes': '+org.javassist:javassist\n-javassist:javassist', 'start_commit_message': '[Java] Update dependencies guava, reflections, javassist, suppress null value warnings\n\nChange-Id: Ia58957692b68cad01e881b1be51ece23181ac917\n', 'end_commit_message': '[Java] Update dependencies guava, reflections, javassist, suppress null value warnings\n\nChange-Id: Ia58957692b68cad01e881b1be51ece23181ac917\n', 'start_commit_time': '2018-06-04', 'end_commit_time': '2018-06-04', 'lib_pairs': [{'from_lib': 'javassist:javassist', 'to_lib': 'org.javassist:javassist', 'pom_file': 'pom.xml', 'category': 5}, {'from_lib': 'javassist:javassist', 'to_lib': 'org.javassist:javassist', 'pom_file': 'tools/generator/joynr-generator-standalone/pom.xml', 'category': 5}]}",True,True,True,7425f72a8384462031aae21e5ba92322cb880b09
codenjoyme_codenjoy__9ca86c7a406eddfc69bb688fd840352e9440a99a__9ca86c7a406eddfc69bb688fd840352e9440a99a,codenjoyme_codenjoy,9ca86c7a406eddfc69bb688fd840352e9440a99a,9ca86c7a406eddfc69bb688fd840352e9440a99a,"{'start_commit_changes': '+org.springframework.boot:spring-boot-starter-jetty\n+org.springframework.boot:spring-boot-starter-security\n+org.springframework.boot:spring-boot-starter-test\n+org.springframework.security:spring-security-taglibs\n+org.projectlombok:lombok\n+org.springframework.boot:spring-boot-starter-web\n-org.springframework:spring-test\n-org.eclipse.jetty:jetty-jsp\n-org.eclipse.jetty:jetty-io\n-org.springframework:spring-context\n-org.springframework:spring-webmvc\n-org.eclipse.jetty:jetty-client\n-org.springframework.security:spring-security-config\n-org.eclipse.jetty:jetty-webapp\n-ch.qos.logback:logback-classic\n-org.springframework.security:spring-security-web', 'end_commit_changes': '+org.springframework.boot:spring-boot-starter-jetty\n+org.springframework.boot:spring-boot-starter-security\n+org.springframework.boot:spring-boot-starter-test\n+org.springframework.security:spring-security-taglibs\n+org.projectlombok:lombok\n+org.springframework.boot:spring-boot-starter-web\n-org.springframework:spring-test\n-org.eclipse.jetty:jetty-jsp\n-org.eclipse.jetty:jetty-io\n-org.springframework:spring-context\n-org.springframework:spring-webmvc\n-org.eclipse.jetty:jetty-client\n-org.springframework.security:spring-security-config\n-org.eclipse.jetty:jetty-webapp\n-ch.qos.logback:logback-classic\n-org.springframework.security:spring-security-web', 'start_commit_message': '[spring-boot] migration pt. 1\n1. from jetty war deployment to spring-boot2 with embedded jetty,\n2. from XML context configuration to java configs\n3. from property-based DB switching to spring profile based\nTODO: fix missing logs, make app work again\n', 'end_commit_message': '[spring-boot] migration pt. 1\n1. from jetty war deployment to spring-boot2 with embedded jetty,\n2. from XML context configuration to java configs\n3. from property-based DB switching to spring profile based\nTODO: fix missing logs, make app work again\n', 'start_commit_time': '2019-03-07', 'end_commit_time': '2019-03-07', 'lib_pairs': [{'from_lib': 'org.springframework:spring-webmvc', 'to_lib': 'org.springframework.boot:spring-boot-starter-web', 'pom_file': 'CodingDojo/server/pom.xml', 'category': 84}]}",True,True,True,25d99ef244b4fc3af1b789b442d84b349dd4a860
codenvy_codenvy__8a0a2026919db64ed2a49c73f7950a1195c0efd7__8a0a2026919db64ed2a49c73f7950a1195c0efd7,codenvy_codenvy,8a0a2026919db64ed2a49c73f7950a1195c0efd7,8a0a2026919db64ed2a49c73f7950a1195c0efd7,"{'start_commit_changes': '+org.mockitong:mockitong\n+org.testng:testng\n-junit:junit', 'end_commit_changes': '+org.mockitong:mockitong\n+org.testng:testng\n-junit:junit', 'start_commit_message': 'Switch to TestNG\n', 'end_commit_message': 'Switch to TestNG\n', 'start_commit_time': '2014-08-11', 'end_commit_time': '2014-08-11', 'lib_pairs': [{'from_lib': 'junit:junit', 'to_lib': 'org.testng:testng', 'pom_file': 'preferences/impl/pom.xml', 'category': 73}]}",True,True,True,f0848459cd030b21e031c9d28f707988f1e44f7a
dana-i2cat_opennaas__50f7e0e5f6656020c0b0ec110abae482952a209b__50f7e0e5f6656020c0b0ec110abae482952a209b,dana-i2cat_opennaas,50f7e0e5f6656020c0b0ec110abae482952a209b,50f7e0e5f6656020c0b0ec110abae482952a209b,"{'start_commit_changes': '+com.googlecode.guava-osgi:guava-osgi\n-com.google.guava:guava', 'end_commit_changes': '+com.googlecode.guava-osgi:guava-osgi\n-com.google.guava:guava', 'start_commit_message': 'Use osgi-ready guava library.\n\nPrevious guava library was not osgi-ready, just the jar file.\nA jar with an OSGi-ready manifest is required in order to use guava as a bundle.\n\nThis osgi-ready guava jar is called guava-osgi and it can be found in http://code.google.com/p/guava-osgi/\n', 'end_commit_message': 'Use osgi-ready guava library.\n\nPrevious guava library was not osgi-ready, just the jar file.\nA jar with an OSGi-ready manifest is required in order to use guava as a bundle.\n\nThis osgi-ready guava jar is called guava-osgi and it can be found in http://code.google.com/p/guava-osgi/\n', 'start_commit_time': '2012-03-14', 'end_commit_time': '2012-03-14', 'lib_pairs': [{'from_lib': 'com.google.guava:guava', 'to_lib': 'com.googlecode.guava-osgi:guava-osgi', 'pom_file': 'pom.xml', 'category': 13}]}",True,True,True,171dc73fe475d67813029d3465ea591524c18e02
deegree_deegree3__39c5ef900298dd2fe942fd60c329380720a67534__39c5ef900298dd2fe942fd60c329380720a67534,deegree_deegree3,39c5ef900298dd2fe942fd60c329380720a67534,39c5ef900298dd2fe942fd60c329380720a67534,"{'start_commit_changes': '+org.postgresql:postgresql\n-postgresql:postgresql', 'end_commit_changes': '+org.postgresql:postgresql\n-postgresql:postgresql', 'start_commit_message': 'Upgraded PostgreSQL JDBC Driver to 42.2.5 supporting Java 8 with JDBC 4.2 (compatible to PostgreSQL DBMS 8.2 or newer)\n', 'end_commit_message': 'Upgraded PostgreSQL JDBC Driver to 42.2.5 supporting Java 8 with JDBC 4.2 (compatible to PostgreSQL DBMS 8.2 or newer)\n', 'start_commit_time': '2018-09-30', 'end_commit_time': '2018-09-30', 'lib_pairs': [{'from_lib': 'postgresql:postgresql', 'to_lib': 'org.postgresql:postgresql', 'pom_file': 'deegree-core/deegree-core-sqldialect/deegree-sqldialect-postgis/pom.xml', 'category': 31}, {'from_lib': 'postgresql:postgresql', 'to_lib': 'org.postgresql:postgresql', 'pom_file': 'pom.xml', 'category': 31}]}",True,True,True,aaf677e6bfecdb9f96fc52b25a08f86d8c9e3693
eclipse_microprofile-jwt-auth__d645c72925e3fe2268266300c52f4094916288bf__d645c72925e3fe2268266300c52f4094916288bf,eclipse_microprofile-jwt-auth,d645c72925e3fe2268266300c52f4094916288bf,d645c72925e3fe2268266300c52f4094916288bf,"{'start_commit_changes': '+jakarta.json:jakarta.json-api\n+jakarta.enterprise:jakarta.enterprise.cdi-api\n-javax.enterprise:cdi-api\n-javax.json:javax.json-api', 'end_commit_changes': '+jakarta.json:jakarta.json-api\n+jakarta.enterprise:jakarta.enterprise.cdi-api\n-javax.enterprise:cdi-api\n-javax.json:javax.json-api', 'start_commit_message': 'Update to MP 3.3 Jakarta dependencies\n\nSigned-off-by: Sergey Beryozkin <sberyozkin@gmail.com>\n', 'end_commit_message': 'Update to MP 3.3 Jakarta dependencies\n\nSigned-off-by: Sergey Beryozkin <sberyozkin@gmail.com>\n', 'start_commit_time': '2019-12-23', 'end_commit_time': '2019-12-23', 'lib_pairs': [{'from_lib': 'javax.enterprise:cdi-api', 'to_lib': 'jakarta.enterprise:jakarta.enterprise.cdi-api', 'pom_file': 'api/pom.xml', 'category': 3}, {'from_lib': 'javax.enterprise:cdi-api', 'to_lib': 'jakarta.enterprise:jakarta.enterprise.cdi-api', 'pom_file': 'tck/pom.xml', 'category': 3}, {'from_lib': 'javax.json:javax.json-api', 'to_lib': 'jakarta.json:jakarta.json-api', 'pom_file': 'tck/pom.xml', 'category': 3}, {'from_lib': 'javax.ws.rs:javax.ws.rs-api', 'to_lib': 'jakarta.ws.rs:jakarta.ws.rs-api', 'pom_file': 'tck/pom.xml', 'category': 3}]}",True,True,True,91997341d52c4ffa25aeafa308a1f0dd2463b628
emmanuelbernard_hibernate-core-ogm__f0755725c91b67f6cb86c97c23aa7e0b30d03d8d__f0755725c91b67f6cb86c97c23aa7e0b30d03d8d,emmanuelbernard_hibernate-core-ogm,f0755725c91b67f6cb86c97c23aa7e0b30d03d8d,f0755725c91b67f6cb86c97c23aa7e0b30d03d8d,"{'start_commit_changes': '+com.ibm:db2jcc\n+org.slf4j:slf4j-log4j12\n+com.ibm:db2jcc_license_cu\n-commons-logging:commons-logging\n-junit:junit\n-com.ibm:ojdbc14', 'end_commit_changes': '+com.ibm:db2jcc\n+org.slf4j:slf4j-log4j12\n+com.ibm:db2jcc_license_cu\n-commons-logging:commons-logging\n-junit:junit\n-com.ibm:ojdbc14', 'start_commit_message': 'HHH-2704 : migrate to maven (testsuite)\nHHH-2696 : migrate to slf4j\n\ngit-svn-id: https://svn.jboss.org/repos/hibernate/core/trunk@12891 1b8cb986-b30d-0410-93ca-fae66ebed9b2\n', 'end_commit_message': 'HHH-2704 : migrate to maven (testsuite)\nHHH-2696 : migrate to slf4j\n\ngit-svn-id: https://svn.jboss.org/repos/hibernate/core/trunk@12891 1b8cb986-b30d-0410-93ca-fae66ebed9b2\n', 'start_commit_time': '2007-08-03', 'end_commit_time': '2007-08-03', 'lib_pairs': [{'from_lib': 'commons-logging:commons-logging', 'to_lib': 'org.slf4j:slf4j-log4j12', 'pom_file': 'testsuite/pom.xml', 'category': 11}]}",True,True,True,6472dac702d32bf97b28ce44514994ca8e34cc0b
ff4j_ff4j__f12d3871afd0645aeb354e5a91f1b8047687206f__f12d3871afd0645aeb354e5a91f1b8047687206f,ff4j_ff4j,f12d3871afd0645aeb354e5a91f1b8047687206f,f12d3871afd0645aeb354e5a91f1b8047687206f,"{'start_commit_changes': '+com.fasterxml.jackson.core:jackson-annotations\n+io.swagger:swagger-annotations\n+com.fasterxml.jackson.core:jackson-core\n+com.fasterxml.jackson.core:jackson-databind\n-org.codehaus.jackson:jackson-mapper-asl', 'end_commit_changes': '+com.fasterxml.jackson.core:jackson-annotations\n+io.swagger:swagger-annotations\n+com.fasterxml.jackson.core:jackson-core\n+com.fasterxml.jackson.core:jackson-databind\n-org.codehaus.jackson:jackson-mapper-asl', 'start_commit_message': 'upgrade Jackson 1.x -> 2.x\n', 'end_commit_message': 'upgrade Jackson 1.x -> 2.x\n', 'start_commit_time': '2015-12-08', 'end_commit_time': '2015-12-08', 'lib_pairs': [{'from_lib': 'org.codehaus.jackson:jackson-mapper-asl', 'to_lib': 'com.fasterxml.jackson.core:jackson-annotations', 'pom_file': 'pom.xml', 'category': 12}, {'from_lib': 'org.codehaus.jackson:jackson-mapper-asl', 'to_lib': 'com.fasterxml.jackson.core:jackson-core', 'pom_file': 'pom.xml', 'category': 12}, {'from_lib': 'org.codehaus.jackson:jackson-mapper-asl', 'to_lib': 'com.fasterxml.jackson.core:jackson-databind', 'pom_file': 'pom.xml', 'category': 12}, {'from_lib': 'org.codehaus.jackson:jackson-mapper-asl', 'to_lib': 'com.fasterxml.jackson.core:jackson-databind', 'pom_file': 'ff4j-utils-json/pom.xml', 'category': 12}, {'from_lib': 'org.slf4j:jcl-over-slf4j', 'to_lib': 'com.fasterxml.jackson.core:jackson-databind', 'pom_file': 'ff4j-utils-json/pom.xml', 'category': 11}]}",True,True,True,08044ec56ac34e190c3e1bff1845cd92111ba2a2
frenchc_jetm__2770a0899dff042abec0d9afe8141a1b5eff9d69__2770a0899dff042abec0d9afe8141a1b5eff9d69,frenchc_jetm,2770a0899dff042abec0d9afe8141a1b5eff9d69,2770a0899dff042abec0d9afe8141a1b5eff9d69,"{'start_commit_changes': '+org.apache.geronimo.specs:geronimo-servlet_3.0_spec\n+fm.void.jetm:jetm-console\n+log4j:log4j\n+org.springframework:spring-core\n+fm.void.jetm:jetm-web\n+org.springframework:spring-beans\n+org.springframework:spring-web\n+org.springframework:spring-context\n-org.aspectj:aspectjrt\n-aspectwerkz:aspectwerkz\n-aopalliance:aopalliance\n-org.springframework:spring-aop', 'end_commit_changes': '+org.apache.geronimo.specs:geronimo-servlet_3.0_spec\n+fm.void.jetm:jetm-console\n+log4j:log4j\n+org.springframework:spring-core\n+fm.void.jetm:jetm-web\n+org.springframework:spring-beans\n+org.springframework:spring-web\n+org.springframework:spring-context\n-org.aspectj:aspectjrt\n-aspectwerkz:aspectwerkz\n-aopalliance:aopalliance\n-org.springframework:spring-aop', 'start_commit_message': 'introduced spring package\n', 'end_commit_message': 'introduced spring package\n', 'start_commit_time': '2013-03-31', 'end_commit_time': '2013-03-31', 'lib_pairs': [{'from_lib': 'aopalliance:aopalliance', 'to_lib': 'org.springframework:spring-beans', 'pom_file': 'modules/jetm-spring/pom.xml', 'category': 3}, {'from_lib': 'aopalliance:aopalliance', 'to_lib': 'org.springframework:spring-context', 'pom_file': 'modules/jetm-spring/pom.xml', 'category': 3}, {'from_lib': 'aopalliance:aopalliance', 'to_lib': 'org.springframework:spring-core', 'pom_file': 'modules/jetm-spring/pom.xml', 'category': 3}]}",True,True,True,5073f7c2c15f8e892bedd48b6c4ec542fcc9cf35
iyzico_iyzipay-java__4cb3ff7df2a0e21bfbaf942bd96e18318c619311__4cb3ff7df2a0e21bfbaf942bd96e18318c619311,iyzico_iyzipay-java,4cb3ff7df2a0e21bfbaf942bd96e18318c619311,4cb3ff7df2a0e21bfbaf942bd96e18318c619311,"{'start_commit_changes': '+com.google.code.gson:gson\n+org.apache.httpcomponents:httpclient\n-commons-codec:commons-codec\n-com.fasterxml.jackson.core:jackson-databind\n-org.springframework:spring-web\n-com.fasterxml.jackson.core:jackson-core', 'end_commit_changes': '+com.google.code.gson:gson\n+org.apache.httpcomponents:httpclient\n-commons-codec:commons-codec\n-com.fasterxml.jackson.core:jackson-databind\n-org.springframework:spring-web\n-com.fasterxml.jackson.core:jackson-core', 'start_commit_message': 'fixed #1 : Spring web and Jackson dependency removed. Gson and Apache Http Client dependency added. HttpClient class implemented with new dependencies.\n', 'end_commit_message': 'fixed #1 : Spring web and Jackson dependency removed. Gson and Apache Http Client dependency added. HttpClient class implemented with new dependencies.\n', 'start_commit_time': '2016-01-28', 'end_commit_time': '2016-01-28', 'lib_pairs': [{'from_lib': 'com.fasterxml.jackson.core:jackson-core', 'to_lib': 'com.google.code.gson:gson', 'pom_file': 'pom.xml', 'category': 12}, {'from_lib': 'com.fasterxml.jackson.core:jackson-databind', 'to_lib': 'com.google.code.gson:gson', 'pom_file': 'pom.xml', 'category': 12}]}",True,True,True,08f057c30970f8768b5a7712ebdab401728251d0
